word	instruction	tone	response
XXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
GRASS	f	hi.wav	j
LAUGH	r	lo.wav	j
GEAR	r	lo.wav	j
NATION	f	hi.wav	j
ITEM	r	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
INPUT	f	hi.wav	j
LENGTH	r	lo.wav	j
XXXX	cr	lo.wav	j
JOURNAL	r	lo.wav	j
XXXX	cf	hi.wav	j
FAIR	r	lo.wav	j
DEBT	r	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
GALLERY	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
MONUMENT	r	lo.wav	j
XXXXXX	cr	lo.wav	j
UTILITY	r	lo.wav	j
XXXXXX	cr	lo.wav	j
XXXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
MORAL	r	lo.wav	j
VEHICLE	f	hi.wav	j
YARN	r	lo.wav	j
XXXXX	cr	lo.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
ECONOMY	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
PASSIVE	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
ILLUSION	r	lo.wav	j
VENT	r	lo.wav	j
QUALITY	f	hi.wav	j
XXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
XXXXXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
DICE	f	hi.wav	j
XXXXXX	cf	hi.wav	j
RABBIT	f	hi.wav	j
XXXX	cf	hi.wav	j
TEACHER	f	hi.wav	j
UNIT	r	lo.wav	j
GROUND	f	hi.wav	j
TAIL	f	hi.wav	j
KNOCK	f	hi.wav	j
TALK	r	lo.wav	j
CROP	r	lo.wav	j
NAME	r	lo.wav	j
XXXXXXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
CURRENT	r	lo.wav	j
GLANCE	f	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXXXXX	cf	hi.wav	j
JUDGE	f	hi.wav	j
XXXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
ONSET	r	lo.wav	j
XXXX	cf	hi.wav	j
IMAGE	f	hi.wav	j
OCCASION	r	lo.wav	j
ZERO	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXX	cr	lo.wav	j
ADVICE	r	lo.wav	j
NERVE	f	hi.wav	j
XXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
ELEVATOR	r	lo.wav	j
